SL,Desc,UH
cau pop m1d,causative present-optative middle first-person dual,{kartari;viDiliN;u;dvi;AtmanepadI;;#;Ric}
cau pop m1p,causative present-optative middle first-person plural,{kartari;viDiliN;u;bahu;AtmanepadI;;#;Ric}
cau pop m2s,causative present-optative middle second-person singular,{kartari;viDiliN;ma;eka;AtmanepadI;;#;Ric}
cau pop m2d,causative present-optative middle second-person dual,{kartari;viDiliN;ma;dvi;AtmanepadI;;#;Ric}
cau pop m2p,causative present-optative middle second-person plural,{kartari;viDiliN;ma;bahu;AtmanepadI;;#;Ric}
cau pop m3s,causative present-optative middle third-person singular,{kartari;viDiliN;pra;eka;AtmanepadI;;#;Ric}
cau pop m3d,causative present-optative middle third-person dual,{kartari;viDiliN;pra;dvi;AtmanepadI;;#;Ric}
cau pop m3p,causative present-optative middle third-person plural,{kartari;viDiliN;pra;bahu;AtmanepadI;;#;Ric}
cau pop p1s,causative present-optative passive first-person singular,{karmaRi;viDiliN;u;eka;AtmanepadI;;#;Ric}
cau pop p1d,causative present-optative passive first-person dual,{karmaRi;viDiliN;u;dvi;AtmanepadI;;#;Ric}
cau pop p1p,causative present-optative passive first-person plural,{karmaRi;viDiliN;u;bahu;AtmanepadI;;#;Ric}
cau pop p2s,causative present-optative passive second-person singular,{karmaRi;viDiliN;ma;eka;AtmanepadI;;#;Ric}
cau pop p2d,causative present-optative passive second-person dual,{karmaRi;viDiliN;ma;dvi;AtmanepadI;;#;Ric}
cau pop p2p,causative present-optative passive second-person plural,{karmaRi;viDiliN;ma;bahu;AtmanepadI;;#;Ric}
cau pop p3s,causative present-optative passive third-person singular,{karmaRi;viDiliN;pra;eka;AtmanepadI;;#;Ric}
cau pop p3d,causative present-optative passive third-person dual,{karmaRi;viDiliN;pra;dvi;AtmanepadI;;#;Ric}
cau pop p3p,causative present-optative passive third-person plural,{karmaRi;viDiliN;pra;bahu;AtmanepadI;;#;Ric}
cau psb a1s,causative present-subjunctive active first-person singular,{kartari;lew;u;eka;parasmEpadI;;#;Ric}
cau psb a1d,causative present-subjunctive active first-person dual,{kartari;lew;u;dvi;parasmEpadI;;#;Ric}
cau psb a1p,causative present-subjunctive active first-person plural,{kartari;lew;u;bahu;parasmEpadI;;#;Ric}
cau psb a2s,causative present-subjunctive active second-person singular,{kartari;lew;ma;eka;parasmEpadI;;#;Ric}
cau psb a2d,causative present-subjunctive active second-person dual,{kartari;lew;ma;dvi;parasmEpadI;;#;Ric}
cau psb a2p,causative present-subjunctive active second-person plural,{kartari;lew;ma;bahu;parasmEpadI;;#;Ric}
cau psb a3s,causative present-subjunctive active third-person singular,{kartari;lew;pra;eka;parasmEpadI;;#;Ric}
cau psb a3d,causative present-subjunctive active third-person dual,{kartari;lew;pra;dvi;parasmEpadI;;#;Ric}
cau psb a3p,causative present-subjunctive active third-person plural,{kartari;lew;pra;bahu;parasmEpadI;;#;Ric}
cau psb m1s,causative present-subjunctive middle first-person singular,{kartari;lew;u;eka;AtmanepadI;;#;Ric}
cau psb m1d,causative present-subjunctive middle first-person dual,{kartari;lew;u;dvi;AtmanepadI;;#;Ric}
cau psb m1p,causative present-subjunctive middle first-person plural,{kartari;lew;u;bahu;AtmanepadI;;#;Ric}
cau psb m2s,causative present-subjunctive middle second-person singular,{kartari;lew;ma;eka;AtmanepadI;;#;Ric}
cau psb m2d,causative present-subjunctive middle second-person dual,{kartari;lew;ma;dvi;AtmanepadI;;#;Ric}
cau psb m2p,causative present-subjunctive middle second-person plural,{kartari;lew;ma;bahu;AtmanepadI;;#;Ric}
cau psb m3s,causative present-subjunctive middle third-person singular,{kartari;lew;pra;eka;AtmanepadI;;#;Ric}
cau psb m3d,causative present-subjunctive middle third-person dual,{kartari;lew;pra;dvi;AtmanepadI;;#;Ric}
cau psb m3p,causative present-subjunctive middle third-person plural,{kartari;lew;pra;bahu;AtmanepadI;;#;Ric}
cau psb p1s,causative present-subjunctive passive first-person singular,{karmaRi;lew;u;eka;AtmanepadI;;#;Ric}
cau psb p1d,causative present-subjunctive passive first-person dual,{karmaRi;lew;u;dvi;AtmanepadI;;#;Ric}
cau psb p1p,causative present-subjunctive passive first-person plural,{karmaRi;lew;u;bahu;AtmanepadI;;#;Ric}
cau psb p2s,causative present-subjunctive passive second-person singular,{karmaRi;lew;ma;eka;AtmanepadI;;#;Ric}
cau psb p2d,causative present-subjunctive passive second-person dual,{karmaRi;lew;ma;dvi;AtmanepadI;;#;Ric}
cau psb p2p,causative present-subjunctive passive second-person plural,{karmaRi;lew;ma;bahu;AtmanepadI;;#;Ric}
cau psb p3s,causative present-subjunctive passive third-person singular,{karmaRi;lew;pra;eka;AtmanepadI;;#;Ric}
cau psb p3d,causative present-subjunctive passive third-person dual,{karmaRi;lew;pra;dvi;AtmanepadI;;#;Ric}
cau psb p3p,causative present-subjunctive passive third-person plural,{karmaRi;lew;pra;bahu;AtmanepadI;;#;Ric}
cau pij a1s,causative present-injunctive active first-person singular,{kartari;luN;u;eka;parasmEpadI;;#;Ric}
cau pij a1d,causative present-injunctive active first-person dual,{kartari;luN;u;dvi;parasmEpadI;;#;Ric}
cau pij a1p,causative present-injunctive active first-person plural,{kartari;luN;u;bahu;parasmEpadI;;#;Ric}
cau pij a2s,causative present-injunctive active second-person singular,{kartari;luN;ma;eka;parasmEpadI;;#;Ric}
cau pij a2d,causative present-injunctive active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;;#;Ric}
cau pij a2p,causative present-injunctive active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;;#;Ric}
cau pij a3s,causative present-injunctive active third-person singular,{kartari;luN;pra;eka;parasmEpadI;;#;Ric}
cau pij a3d,causative present-injunctive active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;;#;Ric}
cau pij a3p,causative present-injunctive active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;;#;Ric}
cau pij m1s,causative present-injunctive middle first-person singular,{kartari;luN;u;eka;AtmanepadI;;#;Ric}
cau pij m1d,causative present-injunctive middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;;#;Ric}
cau pij m1p,causative present-injunctive middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;;#;Ric}
cau pij m2s,causative present-injunctive middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;;#;Ric}
cau pij m2d,causative present-injunctive middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;;#;Ric}
cau pij m2p,causative present-injunctive middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;;#;Ric}
cau pij m3s,causative present-injunctive middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;;#;Ric}
cau pij m3d,causative present-injunctive middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;;#;Ric}
cau pij m3p,causative present-injunctive middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;;#;Ric}
cau pij p1s,causative present-injunctive passive first-person singular,{karmaRi;luN;u;eka;AtmanepadI;;#;Ric}
cau pij p1d,causative present-injunctive passive first-person dual,{karmaRi;luN;u;dvi;AtmanepadI;;#;Ric}
cau pij p1p,causative present-injunctive passive first-person plural,{karmaRi;luN;u;bahu;AtmanepadI;;#;Ric}
cau pij p2s,causative present-injunctive passive second-person singular,{karmaRi;luN;ma;eka;AtmanepadI;;#;Ric}
cau pij p2d,causative present-injunctive passive second-person dual,{karmaRi;luN;ma;dvi;AtmanepadI;;#;Ric}
cau pij p2p,causative present-injunctive passive second-person plural,{karmaRi;luN;ma;bahu;AtmanepadI;;#;Ric}
cau pij p3s,causative present-injunctive passive third-person singular,{karmaRi;luN;pra;eka;AtmanepadI;;#;Ric}
cau pij p3d,causative present-injunctive passive third-person dual,{karmaRi;luN;pra;dvi;AtmanepadI;;#;Ric}
cau pij p3p,causative present-injunctive passive third-person plural,{karmaRi;luN;pra;bahu;AtmanepadI;;#;Ric}
cau fut a1s,causative future-indicative active first-person singular,{kartari;lfw;u;eka;parasmEpadI;;#;Ric}
cau fut a1d,causative future-indicative active first-person dual,{kartari;lfw;u;dvi;parasmEpadI;;#;Ric}
cau fut a1p,causative future-indicative active first-person plural,{kartari;lfw;u;bahu;parasmEpadI;;#;Ric}
cau fut a2s,causative future-indicative active second-person singular,{kartari;lfw;ma;eka;parasmEpadI;;#;Ric}
cau fut a2d,causative future-indicative active second-person dual,{kartari;lfw;ma;dvi;parasmEpadI;;#;Ric}
cau fut a2p,causative future-indicative active second-person plural,{kartari;lfw;ma;bahu;parasmEpadI;;#;Ric}
cau fut a3s,causative future-indicative active third-person singular,{kartari;lfw;pra;eka;parasmEpadI;;#;Ric}
cau fut a3d,causative future-indicative active third-person dual,{kartari;lfw;pra;dvi;parasmEpadI;;#;Ric}
cau fut a3p,causative future-indicative active third-person plural,{kartari;lfw;pra;bahu;parasmEpadI;;#;Ric}
cau fut m1s,causative future-indicative middle first-person singular,{kartari;lfw;u;eka;AtmanepadI;;#;Ric}
cau fut m1d,causative future-indicative middle first-person dual,{kartari;lfw;u;dvi;AtmanepadI;;#;Ric}
cau fut m1p,causative future-indicative middle first-person plural,{kartari;lfw;u;bahu;AtmanepadI;;#;Ric}
cau fut m2s,causative future-indicative middle second-person singular,{kartari;lfw;ma;eka;AtmanepadI;;#;Ric}
cau fut m2d,causative future-indicative middle second-person dual,{kartari;lfw;ma;dvi;AtmanepadI;;#;Ric}
cau fut m2p,causative future-indicative middle second-person plural,{kartari;lfw;ma;bahu;AtmanepadI;;#;Ric}
cau fut m3s,causative future-indicative middle third-person singular,{kartari;lfw;pra;eka;AtmanepadI;;#;Ric}
cau fut m3d,causative future-indicative middle third-person dual,{kartari;lfw;pra;dvi;AtmanepadI;;#;Ric}
cau fut m3p,causative future-indicative middle third-person plural,{kartari;lfw;pra;bahu;AtmanepadI;;#;Ric}
cau fut p1s,causative future-indicative passive first-person singular,{karmaRi;lfw;u;eka;AtmanepadI;;#;Ric}
cau fut p1d,causative future-indicative passive first-person dual,{karmaRi;lfw;u;dvi;AtmanepadI;;#;Ric}
cau fut p1p,causative future-indicative passive first-person plural,{karmaRi;lfw;u;bahu;AtmanepadI;;#;Ric}
cau fut p2s,causative future-indicative passive second-person singular,{karmaRi;lfw;ma;eka;AtmanepadI;;#;Ric}
cau fut p2d,causative future-indicative passive second-person dual,{karmaRi;lfw;ma;dvi;AtmanepadI;;#;Ric}
cau fut p2p,causative future-indicative passive second-person plural,{karmaRi;lfw;ma;bahu;AtmanepadI;;#;Ric}
cau fut p3s,causative future-indicative passive third-person singular,{karmaRi;lfw;pra;eka;AtmanepadI;;#;Ric}
cau fut p3d,causative future-indicative passive third-person dual,{karmaRi;lfw;pra;dvi;AtmanepadI;;#;Ric}
cau fut p3p,causative future-indicative passive third-person plural,{karmaRi;lfw;pra;bahu;AtmanepadI;;#;Ric}
cau con a1s,causative conditional active first-person singular,{kartari;lfN;u;eka;parasmEpadI;;#;Ric}
cau con a1d,causative conditional active first-person dual,{kartari;lfN;u;dvi;parasmEpadI;;#;Ric}
cau con a1p,causative conditional active first-person plural,{kartari;lfN;u;bahu;parasmEpadI;;#;Ric}
cau con a2s,causative conditional active second-person singular,{kartari;lfN;ma;eka;parasmEpadI;;#;Ric}
cau con a2d,causative conditional active second-person dual,{kartari;lfN;ma;dvi;parasmEpadI;;#;Ric}
cau con a2p,causative conditional active second-person plural,{kartari;lfN;ma;bahu;parasmEpadI;;#;Ric}
cau con a3s,causative conditional active third-person singular,{kartari;lfN;pra;eka;parasmEpadI;;#;Ric}
cau con a3d,causative conditional active third-person dual,{kartari;lfN;pra;dvi;parasmEpadI;;#;Ric}
cau con a3p,causative conditional active third-person plural,{kartari;lfN;pra;bahu;parasmEpadI;;#;Ric}
cau con m1s,causative conditional middle first-person singular,{kartari;lfN;u;eka;AtmanepadI;;#;Ric}
cau con m1d,causative conditional middle first-person dual,{kartari;lfN;u;dvi;AtmanepadI;;#;Ric}
cau con m1p,causative conditional middle first-person plural,{kartari;lfN;u;bahu;AtmanepadI;;#;Ric}
cau con m2s,causative conditional middle second-person singular,{kartari;lfN;ma;eka;AtmanepadI;;#;Ric}
cau con m2d,causative conditional middle second-person dual,{kartari;lfN;ma;dvi;AtmanepadI;;#;Ric}
cau con m2p,causative conditional middle second-person plural,{kartari;lfN;ma;bahu;AtmanepadI;;#;Ric}
cau con m3s,causative conditional middle third-person singular,{kartari;lfN;pra;eka;AtmanepadI;;#;Ric}
cau con m3d,causative conditional middle third-person dual,{kartari;lfN;pra;dvi;AtmanepadI;;#;Ric}
cau con m3p,causative conditional middle third-person plural,{kartari;lfN;pra;bahu;AtmanepadI;;#;Ric}
cau con p1s,causative conditional passive first-person singular,{karmaRi;lfN;u;eka;AtmanepadI;;#;Ric}
cau con p1d,causative conditional passive first-person dual,{karmaRi;lfN;u;dvi;AtmanepadI;;#;Ric}
cau con p1p,causative conditional passive first-person plural,{karmaRi;lfN;u;bahu;AtmanepadI;;#;Ric}
cau con p2s,causative conditional passive second-person singular,{karmaRi;lfN;ma;eka;AtmanepadI;;#;Ric}
cau con p2d,causative conditional passive second-person dual,{karmaRi;lfN;ma;dvi;AtmanepadI;;#;Ric}
cau con p2p,causative conditional passive second-person plural,{karmaRi;lfN;ma;bahu;AtmanepadI;;#;Ric}
cau con p3s,causative conditional passive third-person singular,{karmaRi;lfN;pra;eka;AtmanepadI;;#;Ric}
cau con p3d,causative conditional passive third-person dual,{karmaRi;lfN;pra;dvi;AtmanepadI;;#;Ric}
cau con p3p,causative conditional passive third-person plural,{karmaRi;lfN;pra;bahu;AtmanepadI;;#;Ric}
cau prf a1s,causative perfect-indicative active first-person singular,{kartari;liw;u;eka;parasmEpadI;;#;Ric}
cau prf a1d,causative perfect-indicative active first-person dual,{kartari;liw;u;dvi;parasmEpadI;;#;Ric}
cau prf a1p,causative perfect-indicative active first-person plural,{kartari;liw;u;bahu;parasmEpadI;;#;Ric}
cau prf a2s,causative perfect-indicative active second-person singular,{kartari;liw;ma;eka;parasmEpadI;;#;Ric}
cau prf a2d,causative perfect-indicative active second-person dual,{kartari;liw;ma;dvi;parasmEpadI;;#;Ric}
cau prf a2p,causative perfect-indicative active second-person plural,{kartari;liw;ma;bahu;parasmEpadI;;#;Ric}
cau prf a3s,causative perfect-indicative active third-person singular,{kartari;liw;pra;eka;parasmEpadI;;#;Ric}
cau prf a3d,causative perfect-indicative active third-person dual,{kartari;liw;pra;dvi;parasmEpadI;;#;Ric}
cau prf a3p,causative perfect-indicative active third-person plural,{kartari;liw;pra;bahu;parasmEpadI;;#;Ric}
cau prf m1s,causative perfect-indicative middle first-person singular,{kartari;liw;u;eka;AtmanepadI;;#;Ric}
cau prf m1d,causative perfect-indicative middle first-person dual,{kartari;liw;u;dvi;AtmanepadI;;#;Ric}
cau prf m1p,causative perfect-indicative middle first-person plural,{kartari;liw;u;bahu;AtmanepadI;;#;Ric}
cau prf m2s,causative perfect-indicative middle second-person singular,{kartari;liw;ma;eka;AtmanepadI;;#;Ric}
cau prf m2d,causative perfect-indicative middle second-person dual,{kartari;liw;ma;dvi;AtmanepadI;;#;Ric}
cau prf m2p,causative perfect-indicative middle second-person plural,{kartari;liw;ma;bahu;AtmanepadI;;#;Ric}
cau prf m3s,causative perfect-indicative middle third-person singular,{kartari;liw;pra;eka;AtmanepadI;;#;Ric}
cau prf m3d,causative perfect-indicative middle third-person dual,{kartari;liw;pra;dvi;AtmanepadI;;#;Ric}
cau prf m3p,causative perfect-indicative middle third-person plural,{kartari;liw;pra;bahu;AtmanepadI;;#;Ric}
cau prf p1s,causative perfect-indicative passive first-person singular,{karmaRi;liw;u;eka;AtmanepadI;;#;Ric}
cau prf p1d,causative perfect-indicative passive first-person dual,{karmaRi;liw;u;dvi;AtmanepadI;;#;Ric}
cau prf p1p,causative perfect-indicative passive first-person plural,{karmaRi;liw;u;bahu;AtmanepadI;;#;Ric}
cau prf p2s,causative perfect-indicative passive second-person singular,{karmaRi;liw;ma;eka;AtmanepadI;;#;Ric}
cau prf p2d,causative perfect-indicative passive second-person dual,{karmaRi;liw;ma;dvi;AtmanepadI;;#;Ric}
cau prf p2p,causative perfect-indicative passive second-person plural,{karmaRi;liw;ma;bahu;AtmanepadI;;#;Ric}
cau prf p3s,causative perfect-indicative passive third-person singular,{karmaRi;liw;pra;eka;AtmanepadI;;#;Ric}
cau prf p3d,causative perfect-indicative passive third-person dual,{karmaRi;liw;pra;dvi;AtmanepadI;;#;Ric}
cau prf p3p,causative perfect-indicative passive third-person plural,{karmaRi;liw;pra;bahu;AtmanepadI;;#;Ric}
cau ppf a1s,causative pluperfect-indicative active first-person singular,{kartari;laN;u;eka;parasmEpadI;;#;Ric}
cau ppf a1d,causative pluperfect-indicative active first-person dual,{kartari;laN;u;dvi;parasmEpadI;;#;Ric}
cau ppf a1p,causative pluperfect-indicative active first-person plural,{kartari;laN;u;bahu;parasmEpadI;;#;Ric}
cau ppf a2s,causative pluperfect-indicative active second-person singular,{kartari;laN;ma;eka;parasmEpadI;;#;Ric}
cau ppf a2d,causative pluperfect-indicative active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;;#;Ric}
cau ppf a2p,causative pluperfect-indicative active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;;#;Ric}
cau ppf a3s,causative pluperfect-indicative active third-person singular,{kartari;laN;pra;eka;parasmEpadI;;#;Ric}
cau ppf a3d,causative pluperfect-indicative active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;;#;Ric}
cau ppf a3p,causative pluperfect-indicative active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;;#;Ric}
cau ppf m1s,causative pluperfect-indicative middle first-person singular,{kartari;laN;u;eka;AtmanepadI;;#;Ric}
cau ppf m1d,causative pluperfect-indicative middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;;#;Ric}
cau ppf m1p,causative pluperfect-indicative middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;;#;Ric}
cau ppf m2s,causative pluperfect-indicative middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;;#;Ric}
cau ppf m2d,causative pluperfect-indicative middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;;#;Ric}
cau ppf m2p,causative pluperfect-indicative middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;;#;Ric}
cau ppf m3s,causative pluperfect-indicative middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;;#;Ric}
cau ppf m3d,causative pluperfect-indicative middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;;#;Ric}
cau ppf m3p,causative pluperfect-indicative middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;;#;Ric}
cau ppf p1s,causative pluperfect-indicative passive first-person singular,{karmaRi;laN;u;eka;AtmanepadI;;#;Ric}
cau ppf p1d,causative pluperfect-indicative passive first-person dual,{karmaRi;laN;u;dvi;AtmanepadI;;#;Ric}
cau ppf p1p,causative pluperfect-indicative passive first-person plural,{karmaRi;laN;u;bahu;AtmanepadI;;#;Ric}
cau ppf p2s,causative pluperfect-indicative passive second-person singular,{karmaRi;laN;ma;eka;AtmanepadI;;#;Ric}
cau ppf p2d,causative pluperfect-indicative passive second-person dual,{karmaRi;laN;ma;dvi;AtmanepadI;;#;Ric}
cau ppf p2p,causative pluperfect-indicative passive second-person plural,{karmaRi;laN;ma;bahu;AtmanepadI;;#;Ric}
cau ppf p3s,causative pluperfect-indicative passive third-person singular,{karmaRi;laN;pra;eka;AtmanepadI;;#;Ric}
cau ppf p3d,causative pluperfect-indicative passive third-person dual,{karmaRi;laN;pra;dvi;AtmanepadI;;#;Ric}
cau ppf p3p,causative pluperfect-indicative passive third-person plural,{karmaRi;laN;pra;bahu;AtmanepadI;;#;Ric}
